,text                ,category
1562,Sinthu Kuna  i agree with u completely in fact i liked this movie                ,Non-anti-LGBT+ content
1563,Any btm sucker                ,Homophobia
1564,Video last public service super bro  god bless you your channel growth                 ,Non-anti-LGBT+ content
1565,Learn love philosophy along with biology                ,Non-anti-LGBT+ content
1566,Really super broo                ,Non-anti-LGBT+ content
1567,Watch easy A movie                ,Non-anti-LGBT+ content
1568,Realy she is true from her heart and talking casually but try to give her respect like other heroins the one who taking interview is questioning her like something give respect to her as a girl I feel the way u r behaving to her is not good                ,Non-anti-LGBT+ content
1569,Super mama please number                ,Non-anti-LGBT+ content
1570,Misleading our young generation                ,Non-anti-LGBT+ content
1571,This is an excellent moviethis movie is for the parents that are ignorantlike my fathernow i am olderand very happythank you for this video                ,Non-anti-LGBT+ content
1572,Semma video bro please make a video about DECEMBER 31 TSUNAMI                ,Non-anti-LGBT+ content
1573,Sakthi Sharath  yes bro                ,Non-anti-LGBT+ content
1574,u can reach me in my msngr my fb Mani Shankar Iyer                ,Non-anti-LGBT+ content
1575,Talking good but without Ur parents u will not be here but checkout the internal feeling  Ur attitude s good but there s something influence d u strongly check out mam at some point Ur affected by man accept it try to come into track we cant walk with hands and eat by Ur legs if u do tat how long  Think abt tat                ,Non-anti-LGBT+ content
1576,Its a persons own choice The thing that Indians care about is the baby Why dont you guys look at adoption as a choice and most importantly its their choice of having baby                ,Non-anti-LGBT+ content
1577,I think realy gay love super film                ,Non-anti-LGBT+ content
1578,Babe u look so preety                ,Non-anti-LGBT+ content
1579,First of all thanks for sharing 352 bro gender fluid is different bisexual is different  bisexual Sexual orientation Gender fluid  Gender identity  Sex sexuality and gender are  different  Good supportive video for minority communityThanks for sharing kudos bro                ,Non-anti-LGBT+ content
1580,Your really good human being bro awesome                 ,Non-anti-LGBT+ content
1581,Thats true majority is not a power to decide about rights                ,Non-anti-LGBT+ content
1582,My friend is dating this girl and I hate that because I wanted to be with her but I was to late and now Im sad but Im happy for them                ,Non-anti-LGBT+ content
1583,Heart touching video                ,Non-anti-LGBT+ content
1584,Who is Shinchan                ,Non-anti-LGBT+ content
1585,I like too  thanks to understand feelings                ,Non-anti-LGBT+ content
1586,Thalavia video vra level u r lucky person  U have good talent and creativity mind Thalavia Video vra level                ,Non-anti-LGBT+ content
1587,Wonderful  Gautam you will scale greater heights The music was too good and pleasantAs the Maruti Suzuki advt appeared today A new destination A new experience Well  a sensitive subject handled sensibly Good Luck Zubair                ,Non-anti-LGBT+ content
1588,This is the best short film i have ever seen                 ,Non-anti-LGBT+ content
1589,I feel crying Super love you ka                ,Non-anti-LGBT+ content
1590,if you are blaming themthen first blame your jesus for creating such natural changes                ,Non-anti-LGBT+ content
1591,Nice story best acting and thank you for creating this movie from heart                ,Non-anti-LGBT+ content
1592,I am not homo bro But I support it because its their life broo               ,Non-anti-LGBT+ content
1593,To b her friend she doesnt want to b a lesbian got it                ,Non-anti-LGBT+ content
1594,Super very nice                 ,Non-anti-LGBT+ content
1595,gud speechvery rare people touching those type of topics                ,Non-anti-LGBT+ content
1596,Talented girl but she is wrong motivated to youth                ,Non-anti-LGBT+ content
1597,Thank u team for uploading this moviethis is the reality                ,Non-anti-LGBT+ content
1598,Samuel 1211 New International Version NIV  11 This is what the Lord says Out of your own household I am going to bring calamity on you Before your very eyes I will take your wives and give them to one who is close to you and he will sleep with your wives in broad daylight  Iduku homosexual thevalam                 ,Homophobia
1599,Sema human being antha akkaAt a kind heart                ,Non-anti-LGBT+ content
1600,Say what ur feel                ,Non-anti-LGBT+ content
1601,Ji this is so cool The choice of classes was good too coz this is the approx age fr attainment of puberty so this gives the sexual minorities a chance to understand themselves too But ur courage fr opening up such debate is really cool And pls wat kinda school u r in And when can I join my child there If I ever become a parent                ,Non-anti-LGBT+ content
1602,Dont use the word transgender to scold some one use something else                ,Non-anti-LGBT+ content
1603,I am also gay I am searching for true love and life partnerany one searching for life partner tell me  this my number                ,Non-anti-LGBT+ content
1604,Video was informative and interesting still things have to be proved how this phenomenon is happening which is quite precise that the existence of homosexuality is natural or notif we start saying it is individual rights to live their lives on their own terms then why do we have law and order jail  police because even a dacoity or rapist has his own terms and reason  to commit a crime                ,Homophobia
1605,The comment section is filled with humanity than the video itself 3                ,Non-anti-LGBT+ content
1606,Thank you for your positive response The film was made 2015 when Sec 377 was not decriminalized So we cant take up those lines technically                ,Non-anti-LGBT+ content
1607,Brother really its goodgetting out of your comfort zoneand talking about these topicshatts offI really appreciate that                ,Non-anti-LGBT+ content
1608,Great film touching scriptAwesome actingLoved this                ,Non-anti-LGBT+ content
1609,Respect brotherguys you are the bestbest prank with beautiful messagesome people are treating them as a sex materialbut they are like uspure soultears rollingohh boy vera level mamae nengaavangalu namabala mathri nu purinjukita inga yaaru kasata pada theva ila                ,Non-anti-LGBT+ content
